level,unit_id,unit_name,zone,terminal,ym,pilotage_moves,tug_jobs,water_supplied_mt,garbage_calls,inspections_done,findings_raised,findings_closed,detentions
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-08,8,16,230,1,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2024-08,2,4,0,0,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2024-08,10,20,181,1,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2024-08,2,4,64,0,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2024-08,10,20,231,3,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-08,2,4,79,1,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-08,12,24,140,3,3,4,3,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-08,2,4,101,1,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-08,6,12,151,0,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-08,8,16,196,2,1,3,3,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-08,2,4,0,0,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-08,4,8,0,0,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2024-08,6,12,181,1,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2024-08,2,4,64,0,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-08,4,8,156,1,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-08,2,4,0,0,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-08,2,4,75,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-08,2,4,0,1,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2024-08,2,4,79,1,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-08,4,8,140,0,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-08,4,8,0,1,1,1,1,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-08,4,8,0,2,2,3,2,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-08,2,4,101,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-08,6,12,151,0,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-08,6,12,46,2,1,3,3,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-08,2,4,150,0,0,0,0,0
port,REFPT,Reference Port,,,2024-09,60,120,1423,18,3,0,0,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-09,14,28,451,4,0,0,0,0
zone,CONTAINER,Container,Container,,2024-09,42,84,876,13,2,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-09,4,8,96,1,1,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2024-09,6,12,0,1,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2024-09,6,12,206,0,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2024-09,4,8,0,2,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2024-09,20,40,553,7,1,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2024-09,6,12,117,3,1,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-09,2,4,0,0,1,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-09,6,12,119,1,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-09,4,8,211,2,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-09,2,4,96,1,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-09,4,8,121,1,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-09,4,8,0,1,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-09,2,4,0,0,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2024-09,6,12,206,0,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2024-09,2,4,0,1,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-09,2,4,0,1,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-09,2,4,0,1,1,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-09,4,8,0,1,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-09,6,12,210,2,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-09,8,16,343,3,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2024-09,2,4,117,1,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-09,4,8,0,2,1,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-09,2,4,0,0,1,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-09,4,8,0,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-09,2,4,119,0,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-09,4,8,211,2,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-09,2,4,96,1,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-09,2,4,0,1,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-09,2,4,121,0,0,0,0,0
port,REFPT,Reference Port,,,2024-10,54,108,1120,14,4,0,0,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-10,24,48,625,6,4,0,0,0
zone,CONTAINER,Container,Container,,2024-10,22,44,408,6,0,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-10,8,16,87,2,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2024-10,2,4,0,0,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2024-10,2,4,70,0,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2024-10,4,8,83,2,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2024-10,12,24,255,4,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2024-10,2,4,0,0,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-10,4,8,87,1,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-10,10,20,255,1,1,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-10,4,8,206,1,1,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-10,4,8,0,1,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-10,10,20,164,4,2,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-10,2,4,0,0,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-10,2,4,70,0,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-10,4,8,83,2,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-10,2,4,0,1,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-10,2,4,63,1,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-10,4,8,63,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-10,4,8,129,1,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-10,2,4,0,0,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-10,2,4,0,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-10,2,4,87,0,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-10,2,4,0,0,1,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-10,6,12,111,0,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-10,2,4,144,1,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-10,4,8,206,1,1,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-10,4,8,0,1,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-10,4,8,75,2,1,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-10,6,12,89,2,1,0,0,0
port,REFPT,Reference Port,,,2024-11,58,116,671,15,3,6,1,1
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-11,14,28,434,3,0,0,0,0
zone,CONTAINER,Container,Container,,2024-11,28,56,48,8,0,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-11,16,32,189,4,3,6,1,1
terminal,CT1,Container Terminal 1,Container,CT1,2024-11,2,4,0,0,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2024-11,2,4,0,1,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2024-11,6,12,0,2,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2024-11,14,28,48,4,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2024-11,4,8,0,1,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-11,12,24,98,2,1,1,1,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-11,10,20,188,2,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-11,2,4,115,1,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-11,4,8,91,2,2,5,0,1
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-11,2,4,131,0,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-11,2,4,0,0,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-11,2,4,0,1,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2024-11,4,8,0,2,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-11,2,4,0,0,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-11,6,12,48,2,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-11,6,12,0,1,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-11,2,4,0,1,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2024-11,2,4,0,1,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-11,2,4,0,0,0,0,0,0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2024-11,2,4,0,0,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-11,6,12,98,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-11,4,8,0,1,1,1,1,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-11,2,4,0,0,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-11,4,8,145,1,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-11,4,8,43,1,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-11,2,4,115,1,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-11,4,8,91,2,2,5,0,1
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-11,2,4,131,0,0,0,0,0
port,REFPT,Reference Port,,,2024-12,58,116,1150,19,4,3,3,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-12,20,40,453,7,3,2,2,0
zone,CONTAINER,Container,Container,,2024-12,34,68,578,11,0,0,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-12,4,8,119,1,1,1,1,0
terminal,CT1,Container Terminal 1,Container,CT1,2024-12,8,16,86,3,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2024-12,4,8,290,1,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2024-12,8,16,155,2,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2024-12,12,24,47,4,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2024-12,2,4,0,1,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-12,4,8,119,1,1,1,1,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-12,10,20,328,4,1,2,2,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-12,2,4,0,1,1,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-12,8,16,125,2,1,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-12,6,12,86,2,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-12,2,4,0,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-12,2,4,149,0,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2024-12,2,4,141,1,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2024-12,4,8,0,1,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-12,4,8,155,1,0,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-12,2,4,0,1,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-12,6,12,0,1,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-12,2,4,47,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-12,2,4,0,1,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-12,2,4,0,1,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-12,4,8,119,1,1,1,1,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-12,4,8,125,2,1,2,2,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-12,6,12,203,2,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-12,2,4,0,1,1,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-12,4,8,0,1,1,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-12,4,8,125,1,0,0,0,0
port,REFPT,Reference Port,,,2025-01,54,108,1506,13,3,2,2,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-01,22,44,460,2,1,0,0,0
zone,CONTAINER,Container,Container,,2025-01,26,52,829,9,2,2,2,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-01,6,12,217,2,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2025-01,4,8,0,2,1,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2025-01,4,8,275,1,1,2,2,0
terminal,CT3,Container Terminal 3,Container,CT3,2025-01,6,12,184,0,0,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2025-01,4,8,147,2,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2025-01,8,16,223,4,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-01,4,8,153,1,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-01,16,32,383,1,1,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-01,2,4,64,1,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-01,6,12,77,1,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-01,2,4,0,1,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-01,2,4,0,1,1,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-01,2,4,115,1,1,2,2,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-01,2,4,160,0,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-01,2,4,127,0,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-01,4,8,57,0,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-01,4,8,147,2,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-01,4,8,81,2,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2025-01,4,8,142,2,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-01,2,4,153,0,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-01,2,4,0,1,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-01,2,4,62,0,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-01,4,8,162,0,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-01,10,20,159,1,1,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-01,2,4,64,1,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-01,4,8,0,1,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-01,2,4,77,0,0,0,0,0
port,REFPT,Reference Port,,,2025-02,60,120,1222,13,4,6,6,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-02,20,40,402,6,0,0,0,0
zone,CONTAINER,Container,Container,,2025-02,24,48,553,5,2,3,3,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-02,16,32,267,2,2,3,3,0
terminal,CT1,Container Terminal 1,Container,CT1,2025-02,6,12,94,1,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2025-02,6,12,231,1,1,3,3,0
terminal,CT3,Container Terminal 3,Container,CT3,2025-02,4,8,182,0,1,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2025-02,6,12,46,2,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2025-02,2,4,0,1,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-02,10,20,178,1,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-02,8,16,198,3,0,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-02,6,12,54,2,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-02,6,12,89,1,2,3,3,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-02,6,12,150,1,0,0,0,0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-02,2,4,0,0,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-02,4,8,94,1,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-02,6,12,231,1,1,3,3,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-02,2,4,63,0,1,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-02,2,4,119,0,0,0,0,0
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2025-02,2,4,0,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-02,4,8,46,1,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-02,2,4,0,1,0,0,0,0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2025-02,2,4,88,0,0,0,0,0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-02,8,16,90,1,0,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-02,6,12,149,2,0,0,0,0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-02,2,4,49,1,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-02,6,12,54,2,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-02,6,12,89,1,2,3,3,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-02,2,4,150,1,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-02,4,8,0,0,0,0,0,0
port,REFPT,Reference Port,,,2025-03,52,104,952,18,3,1,0,0
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-03,14,28,166,6,1,0,0,0
zone,CONTAINER,Container,Container,,2025-03,34,68,650,10,2,1,0,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-03,4,8,136,2,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2025-03,2,4,126,1,1,1,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2025-03,8,16,151,2,0,0,0,0
terminal,CT3,Container Terminal 3,Container,CT3,2025-03,8,16,144,3,1,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2025-03,12,24,112,3,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2025-03,4,8,117,1,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-03,6,12,77,2,1,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-03,4,8,89,2,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-03,4,8,136,2,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-03,4,8,0,2,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-03,2,4,126,1,1,1,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-03,2,4,0,0,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-03,6,12,151,2,0,0,0,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-03,2,4,0,1,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-03,6,12,144,2,1,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-03,2,4,0,1,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-03,8,16,112,1,0,0,0,0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2025-03,2,4,0,1,0,0,0,0
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2025-03,2,4,0,1,0,0,0,0
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2025-03,2,4,117,0,0,0,0,0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-03,4,8,77,2,1,0,0,0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-03,2,4,0,0,0,0,0,0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-03,4,8,89,2,0,0,0,0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-03,4,8,136,2,0,0,0,0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-03,2,4,0,1,0,0,0,0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-03,2,4,0,1,0,0,0,0
port,REFPT,Reference Port,,,2025-04,60,120,1212,18,4,6,2,1
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-04,18,36,389,4,2,4,0,1
zone,CONTAINER,Container,Container,,2025-04,36,72,754,13,2,2,2,0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-04,6,12,69,1,0,0,0,0
terminal,CT1,Container Terminal 1,Container,CT1,2025-04,10,20,0,4,0,0,0,0
terminal,CT2,Container Terminal 2,Container,CT2,2025-04,6,12,0,1,1,2,2,0
terminal,CT3,Container Terminal 3,Container,CT3,2025-04,6,12,0,2,1,0,0,0
terminal,CT4,Container Terminal 4,Container,CT4,2025-04,8,16,315,3,0,0,0,0
terminal,CT5,Container Terminal 5,Container,CT5,2025-04,6,12,439,3,0,0,0,0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2025-04,4,8,0,1,0,0,0,0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-04,10,20,131,1,1,0,0,0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-04,2,4,40,1,0,0,0,0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2025-04,2,4,69,0,0,0,0,0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-04,6,12,218,2,1,4,0,1
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2025-04,6,12,0,2,0,0,0,0
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2025-04,4,8,0,2,0,0,0,0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2025-04,2,4,0,0,0,0,0,0
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2025-04,4,8,0,1,1,2,2,0
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2025-04,2,4,0,1,0,0,0,0
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2025-04,4,8,0,1,1,0,0,0
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2025-04,2,4,58,1,0,0,0,0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2025-04,4,8,126,1,0,0,0,0
