level,unit_id,unit_name,zone,terminal,ym,vessel_calls,cargo_mt,teu,avg_turnaround_hr,avg_waiting_hr,calls_waited_gt24h,berthed_lt6h_pct,avg_output_mt_per_berthday,occupancy_pct
terminal,CT3,Container Terminal 3,Container,CT3,2024-04,2,150792,12566,32.5,10.5,0,50.0,82250,3.1
terminal,CT4,Container Terminal 4,Container,CT4,2024-04,2,170316,14193,33.5,16.0,1,50.0,116788,1.2
terminal,CT5,Container Terminal 5,Container,CT5,2024-04,1,84396,7033,27.0,8.0,0,0.0,106605,1.3
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-04,2,67743,0,64.0,18.0,1,0.0,17672,4.3
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-04,4,108814,0,112.8,14.8,1,50.0,6662,13.6
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-04,3,17721,0,33.0,12.3,0,33.3,6860,8.6
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-04,3,187990,0,105.0,16.7,1,0.0,17026,18.4
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-04,2,249888,20824,32.5,16.0,0,0.0,181737,4.6
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-04,1,77832,6486,45.0,17.0,0,0.0,66713,3.9
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2024-04,2,224796,18733,38.5,12.0,0,0.0,101794,7.4
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-04,2,150792,12566,32.5,10.5,0,50.0,82250,6.1
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-04,2,170316,14193,33.5,16.0,1,50.0,116788,4.9
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-04,1,84396,7033,27.0,8.0,0,0.0,106605,2.6
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-04,1,42530,0,76.0,28.0,1,0.0,21265,6.7
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-04,1,25213,0,52.0,8.0,0,0.0,13753,6.1
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-04,1,33896,0,127.0,18.0,0,0.0,7463,15.1
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-04,1,12439,0,127.0,30.0,1,0.0,3078,13.5
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-04,2,62479,0,98.5,5.5,0,100.0,8062,25.8
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-04,3,17721,0,33.0,12.3,0,33.3,6860,8.6
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-04,3,187990,0,105.0,16.7,1,0.0,17026,36.8
port,REFPT,Reference Port,,,2024-05,25,1902335,43592,66.8,15.0,3,12.0,35228,7.3
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-05,15,692879,0,85.0,16.5,3,13.3,16176,19.7
zone,CONTAINER,Container,Container,,2024-05,6,523104,43592,34.3,16.0,0,0.0,114132,1.2
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-05,4,686352,0,47.5,8.0,0,25.0,104256,4.2
terminal,CT1,Container Terminal 1,Container,CT1,2024-05,1,63636,5303,29.0,12.0,0,0.0,89839,1.1
terminal,CT3,Container Terminal 3,Container,CT3,2024-05,2,211632,17636,38.5,17.5,0,0.0,120933,2.8
terminal,CT4,Container Terminal 4,Container,CT4,2024-05,3,247836,20653,33.3,16.3,0,0.0,116629,1.7
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-05,1,36238,0,43.0,4.0,0,100.0,22300,1.7
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-05,9,332165,0,98.9,17.1,2,11.1,10831,24.7
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-05,3,15343,0,42.7,21.0,1,0.0,5665,8.7
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-05,3,650114,0,49.0,9.3,0,0.0,131115,8.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-05,3,345371,0,85.7,10.0,0,33.3,36515,15.3
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-05,1,63636,5303,29.0,12.0,0,0.0,89839,2.3
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-05,2,211632,17636,38.5,17.5,0,0.0,120933,5.6
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-05,2,113880,9490,34.5,17.5,0,0.0,80386,4.6
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-05,1,133956,11163,31.0,14.0,0,0.0,189114,2.3
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-05,1,36238,0,43.0,4.0,0,100.0,22300,5.2
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-05,3,92915,0,101.0,12.0,0,33.3,8352,35.9
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-05,3,132177,0,88.7,18.3,1,0.0,15034,28.4
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-05,3,107073,0,107.0,21.0,1,0.0,9960,34.7
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-05,3,15343,0,42.7,21.0,1,0.0,5665,8.7
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-05,3,650114,0,49.0,9.3,0,0.0,131115,16.0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-05,3,345371,0,85.7,10.0,0,33.3,36515,30.5
port,REFPT,Reference Port,,,2024-06,29,2310795,65381,67.9,16.6,7,17.2,37246,8.6
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-06,13,593727,0,93.6,18.0,3,15.4,14496,19.5
zone,CONTAINER,Container,Container,,2024-06,10,784572,65381,39.7,17.2,3,20.0,83688,2.6
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-06,6,932496,0,59.3,12.5,1,16.7,79644,7.8
terminal,CT1,Container Terminal 1,Container,CT1,2024-06,1,69828,5819,42.0,12.0,0,0.0,55862,2.1
terminal,CT2,Container Terminal 2,Container,CT2,2024-06,2,206136,17178,48.5,28.0,2,0.0,120665,2.8
terminal,CT3,Container Terminal 3,Container,CT3,2024-06,1,66180,5515,48.0,26.0,1,0.0,72196,1.5
terminal,CT4,Container Terminal 4,Container,CT4,2024-06,5,350028,29169,38.2,15.0,0,20.0,72420,4.0
terminal,CT5,Container Terminal 5,Container,CT5,2024-06,1,92400,7700,19.0,3.0,0,100.0,138600,1.1
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-06,2,80378,0,47.5,5.5,0,50.0,22965,3.9
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-06,7,247244,0,109.0,19.7,2,14.3,9494,21.7
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-06,3,13999,0,44.3,21.0,1,0.0,4800,9.7
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-06,4,852118,0,65.2,16.0,1,0.0,103811,13.7
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-06,3,332484,0,107.0,11.0,0,33.3,27707,20.0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-06,1,69828,5819,42.0,12.0,0,0.0,55862,4.2
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-06,1,66828,5569,43.0,26.0,1,0.0,94345,2.4
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2024-06,1,139308,11609,54.0,30.0,1,0.0,139308,3.3
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-06,1,66180,5515,48.0,26.0,1,0.0,72196,3.1
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-06,5,350028,29169,38.2,15.0,0,20.0,72420,16.1
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2024-06,1,92400,7700,19.0,3.0,0,100.0,138600,2.2
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-06,2,80378,0,47.5,5.5,0,50.0,22965,11.7
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-06,1,36430,0,74.0,4.0,0,100.0,12490,9.7
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-06,2,82867,0,114.5,19.0,0,0.0,10413,26.5
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-06,4,127947,0,115.0,24.0,2,0.0,8436,50.6
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-06,3,13999,0,44.3,21.0,1,0.0,4800,9.7
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-06,4,852118,0,65.2,16.0,1,0.0,103811,27.4
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-06,2,175767,0,114.5,13.5,0,0.0,20883,28.1
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-06,1,156717,0,92.0,6.0,0,100.0,43735,11.9
port,REFPT,Reference Port,,,2024-07,28,2082570,119735,57.7,15.6,4,7.1,42465,6.6
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-07,9,423307,0,101.7,17.3,1,0.0,13385,14.6
zone,CONTAINER,Container,Container,,2024-07,17,1436820,119735,36.2,15.3,3,5.9,97137,4.0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-07,2,222443,0,42.5,11.0,0,50.0,84740,1.7
terminal,CT1,Container Terminal 1,Container,CT1,2024-07,1,83376,6948,41.0,21.0,0,0.0,100051,1.3
terminal,CT2,Container Terminal 2,Container,CT2,2024-07,6,499560,41630,35.8,17.0,2,0.0,106101,7.6
terminal,CT3,Container Terminal 3,Container,CT3,2024-07,2,148872,12406,35.0,15.0,0,0.0,89323,2.7
terminal,CT4,Container Terminal 4,Container,CT4,2024-07,5,391200,32600,38.6,14.0,1,20.0,76332,4.1
terminal,CT5,Container Terminal 5,Container,CT5,2024-07,3,313812,26151,32.0,12.3,0,0.0,127652,4.0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-07,1,37361,0,35.0,3.0,0,100.0,28021,1.4
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-07,7,228483,0,99.4,16.0,0,0.0,9390,19.6
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-07,1,185082,0,50.0,19.0,0,0.0,143289,2.1
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-07,2,194824,0,109.5,22.0,1,0.0,26719,11.8
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-07,1,83376,6948,41.0,21.0,0,0.0,100051,2.7
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-07,3,286572,23881,40.0,18.0,1,0.0,104208,8.9
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2024-07,3,212988,17749,31.7,16.0,1,0.0,108760,6.3
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2024-07,1,51276,4273,28.0,14.0,0,0.0,87902,1.9
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-07,1,97596,8133,42.0,16.0,0,0.0,90089,3.5
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-07,2,170484,14207,45.0,17.0,0,0.0,73065,7.5
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-07,2,129348,10779,38.0,16.0,1,0.0,70553,5.9
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-07,1,91368,7614,27.0,4.0,0,100.0,95341,3.1
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-07,3,313812,26151,32.0,12.3,0,0.0,127652,7.9
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-07,1,37361,0,35.0,3.0,0,100.0,28021,4.3
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-07,3,105647,0,104.3,15.0,0,0.0,9461,36.0
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-07,2,72287,0,97.5,13.5,0,0.0,10327,22.6
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-07,2,50549,0,94.0,20.0,0,0.0,8197,19.9
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-07,1,185082,0,50.0,19.0,0,0.0,143289,4.2
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-07,2,194824,0,109.5,22.0,1,0.0,26719,23.5
port,REFPT,Reference Port,,,2024-08,27,2419395,88625,64.7,15.7,5,18.5,43889,7.4
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-08,11,699038,0,92.8,15.8,1,9.1,19807,16.3
zone,CONTAINER,Container,Container,,2024-08,12,1063500,88625,41.5,16.8,4,16.7,86230,3.3
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-08,4,656857,0,56.8,11.8,0,50.0,87581,4.8
terminal,CT1,Container Terminal 1,Container,CT1,2024-08,1,53412,4451,24.0,7.0,0,0.0,75405,1.1
terminal,CT2,Container Terminal 2,Container,CT2,2024-08,5,424500,35375,43.4,17.8,2,20.0,79594,8.6
terminal,CT3,Container Terminal 3,Container,CT3,2024-08,1,91188,7599,40.0,22.0,0,0.0,121584,1.2
terminal,CT4,Container Terminal 4,Container,CT4,2024-08,5,494400,41200,43.4,16.8,2,20.0,89215,4.5
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-08,1,43927,0,63.0,21.0,0,0.0,25101,1.9
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-08,6,241167,0,97.7,19.5,1,0.0,12341,15.8
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-08,1,3633,0,44.0,18.0,0,0.0,3354,3.5
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-08,3,612930,0,54.7,8.7,0,66.7,106597,9.3
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-08,4,454238,0,97.8,9.8,0,25.0,30971,23.7
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-08,1,53412,4451,24.0,7.0,0,0.0,75405,2.3
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-08,2,109548,9129,39.5,15.5,0,0.0,54774,6.5
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2024-08,3,314952,26246,46.0,19.3,2,33.3,94486,10.8
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2024-08,1,91188,7599,40.0,22.0,0,0.0,121584,2.4
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-08,2,228912,19076,45.0,20.0,1,0.0,109878,6.7
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-08,1,47940,3995,40.0,12.0,0,0.0,41091,3.8
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-08,1,138552,11546,34.0,4.0,0,100.0,110842,4.0
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-08,1,78996,6583,53.0,28.0,1,0.0,75836,3.4
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2024-08,1,43927,0,63.0,21.0,0,0.0,25101,5.6
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-08,2,82933,0,98.0,14.5,0,0.0,11919,22.4
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-08,2,52614,0,86.5,23.0,1,0.0,9943,17.1
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-08,2,105620,0,108.5,21.0,0,0.0,14485,23.5
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-08,1,3633,0,44.0,18.0,0,0.0,3354,3.5
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-08,3,612930,0,54.7,8.7,0,66.7,106597,18.5
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-08,3,389148,0,95.0,9.7,0,33.3,36483,34.4
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-08,1,65090,0,106.0,10.0,0,0.0,16272,12.9
port,REFPT,Reference Port,,,2024-09,30,2695879,170809,52.9,19.4,13,10.0,64379,5.8
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-09,7,364884,0,85.9,19.9,2,0.0,18955,9.2
zone,CONTAINER,Container,Container,,2024-09,21,2049708,170809,43.5,20.6,11,9.5,102272,5.6
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-09,2,281287,0,36.0,5.0,0,50.0,108885,1.7
terminal,CT1,Container Terminal 1,Container,CT1,2024-09,3,290076,24173,51.0,26.3,2,0.0,94079,5.1
terminal,CT2,Container Terminal 2,Container,CT2,2024-09,3,357720,29810,44.7,23.3,2,0.0,134145,4.4
terminal,CT3,Container Terminal 3,Container,CT3,2024-09,2,155916,12993,40.5,21.0,1,0.0,95948,2.7
terminal,CT4,Container Terminal 4,Container,CT4,2024-09,10,1004196,83683,43.0,19.2,5,10.0,101263,8.3
terminal,CT5,Container Terminal 5,Container,CT5,2024-09,3,241800,20150,38.3,16.3,1,33.3,87927,4.6
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-09,1,29707,0,40.0,7.0,0,0.0,21605,1.5
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-09,3,68765,0,109.3,21.7,1,0.0,6275,9.1
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-09,2,10053,0,35.0,16.5,0,0.0,6521,5.1
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-09,1,251580,0,32.0,3.0,0,100.0,208204,2.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-09,2,286066,0,101.5,20.5,1,0.0,42380,11.2
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-09,2,231840,19320,50.5,26.0,1,0.0,113554,6.8
berth,CT1-2,CT1-2 — CT1 Berth 2,Container,CT1,2024-09,1,58236,4853,52.0,27.0,1,0.0,55907,3.5
berth,CT2-2,CT2-2 — CT2 Berth 2,Container,CT2,2024-09,3,357720,29810,44.7,23.3,2,0.0,134145,8.9
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2024-09,1,60072,5006,42.0,17.0,0,0.0,57669,3.5
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-09,1,95844,7987,39.0,25.0,1,0.0,164304,1.9
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-09,1,60540,5045,46.0,27.0,1,0.0,76472,2.6
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-09,2,227172,18931,41.0,18.5,1,0.0,121158,6.2
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-09,3,254004,21167,43.0,19.7,2,0.0,87087,9.7
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-09,4,462480,38540,43.2,17.2,1,25.0,106726,14.4
berth,CT5-1,CT5-1 — CT5 Berth 1,Container,CT5,2024-09,1,81432,6786,30.0,3.0,0,100.0,72384,3.8
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-09,2,160368,13364,42.5,23.0,1,0.0,98688,5.4
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-09,1,29707,0,40.0,7.0,0,0.0,21605,4.6
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-09,2,55275,0,107.0,18.5,0,0.0,7495,24.6
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-09,1,13490,0,114.0,28.0,1,0.0,3765,11.9
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-09,2,10053,0,35.0,16.5,0,0.0,6521,5.1
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-09,1,251580,0,32.0,3.0,0,100.0,208204,4.0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-09,1,151031,0,126.0,29.0,1,0.0,37368,13.5
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-09,1,135035,0,77.0,12.0,0,0.0,49859,9.0
port,REFPT,Reference Port,,,2024-10,27,2227152,81722,62.4,16.6,6,14.8,43141,6.9
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-10,12,734473,0,82.8,12.7,1,25.0,20935,16.2
zone,CONTAINER,Container,Container,,2024-10,11,980664,81722,39.4,18.7,4,9.1,103683,2.5
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-10,4,512015,0,64.8,22.2,1,0.0,72284,4.6
terminal,CT1,Container Terminal 1,Container,CT1,2024-10,1,36612,3051,41.0,26.0,1,0.0,58579,1.0
terminal,CT2,Container Terminal 2,Container,CT2,2024-10,1,60612,5051,45.0,21.0,0,0.0,60612,1.6
terminal,CT3,Container Terminal 3,Container,CT3,2024-10,2,249540,20795,46.0,28.0,2,0.0,166360,2.4
terminal,CT4,Container Terminal 4,Container,CT4,2024-10,6,514044,42837,36.8,16.5,1,0.0,101123,4.1
terminal,CT5,Container Terminal 5,Container,CT5,2024-10,1,119856,9988,34.0,4.0,0,100.0,95885,2.0
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-10,2,66323,0,56.5,20.0,0,0.0,21805,3.3
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-10,5,155616,0,95.0,9.6,0,40.0,8747,14.3
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-10,2,9989,0,39.5,21.0,1,0.0,6479,5.0
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-10,2,445692,0,73.0,24.5,1,0.0,110274,6.5
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-10,5,568868,0,88.0,12.4,0,20.0,36119,25.4
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-10,1,36612,3051,41.0,26.0,1,0.0,58579,2.0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-10,1,60612,5051,45.0,21.0,0,0.0,60612,3.2
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-10,2,249540,20795,46.0,28.0,2,0.0,166360,4.8
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-10,1,81552,6796,36.0,14.0,0,0.0,88966,3.0
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-10,1,57324,4777,34.0,17.0,0,0.0,80928,2.3
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-10,2,238704,19892,38.5,18.0,1,0.0,139729,5.5
berth,CT4-4,CT4-4 — CT4 Berth 4,Container,CT4,2024-10,2,136464,11372,37.0,16.0,0,0.0,77979,5.6
berth,CT5-2,CT5-2 — CT5 Berth 2,Container,CT5,2024-10,1,119856,9988,34.0,4.0,0,100.0,95885,4.0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-10,1,36430,0,53.0,16.0,0,0.0,23630,5.0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-10,1,29893,0,60.0,24.0,0,0.0,19929,4.8
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-10,1,41026,0,92.0,5.0,0,100.0,11318,11.7
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-10,3,86696,0,97.0,10.7,0,33.3,8034,34.8
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-10,1,27894,0,92.0,11.0,0,0.0,8265,10.9
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-10,2,9989,0,39.5,21.0,1,0.0,6479,5.0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-10,2,445692,0,73.0,24.5,1,0.0,110274,13.0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-10,2,285784,0,92.5,12.5,0,50.0,42868,21.5
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-10,3,283084,0,85.0,12.3,0,0.0,31165,29.3
port,REFPT,Reference Port,,,2024-11,29,2282441,111954,54.9,16.2,7,10.3,48909,6.5
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-11,7,264864,0,83.0,15.6,1,14.3,13468,9.4
zone,CONTAINER,Container,Container,,2024-11,14,1343448,111954,34.7,13.1,1,14.3,106412,3.5
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-11,8,674129,0,65.5,22.4,5,0.0,46896,9.6
terminal,CT1,Container Terminal 1,Container,CT1,2024-11,1,58584,4882,48.0,19.0,0,0.0,48483,2.0
terminal,CT2,Container Terminal 2,Container,CT2,2024-11,1,146388,12199,29.0,7.0,0,0.0,159696,1.5
terminal,CT3,Container Terminal 3,Container,CT3,2024-11,3,221340,18445,34.7,12.0,0,33.3,78120,4.7
terminal,CT4,Container Terminal 4,Container,CT4,2024-11,7,773316,64443,33.7,15.0,1,14.3,141676,4.5
terminal,CT5,Container Terminal 5,Container,CT5,2024-11,2,143820,11985,34.5,8.0,0,0.0,65126,3.7
terminal,LQB,Liquid Terminal,Liquid & Offshore,LQB,2024-11,6,193967,0,65.7,21.5,3,0.0,17567,12.3
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-11,5,197578,0,92.0,18.2,1,0.0,12851,12.8
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-11,1,6995,0,32.0,15.0,0,0.0,9875,2.4
terminal,SPM,SPM Crude,Liquid & Offshore,SPM,2024-11,2,480162,0,65.0,25.0,2,0.0,144049,5.6
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-11,1,60291,0,89.0,3.0,0,100.0,16825,6.0
berth,CT1-1,CT1-1 — CT1 Berth 1,Container,CT1,2024-11,1,58584,4882,48.0,19.0,0,0.0,48483,4.0
berth,CT2-1,CT2-1 — CT2 Berth 1,Container,CT2,2024-11,1,146388,12199,29.0,7.0,0,0.0,159696,3.1
berth,CT3-1,CT3-1 — CT3 Berth 1,Container,CT3,2024-11,2,160236,13353,26.5,6.5,0,50.0,96142,5.6
berth,CT3-2,CT3-2 — CT3 Berth 2,Container,CT3,2024-11,1,61104,5092,51.0,23.0,0,0.0,52375,3.9
berth,CT4-1,CT4-1 — CT4 Berth 1,Container,CT4,2024-11,3,391836,32653,36.0,19.3,1,0.0,188081,6.9
berth,CT4-2,CT4-2 — CT4 Berth 2,Container,CT4,2024-11,3,295464,24622,26.7,8.0,0,33.3,126627,7.8
berth,CT4-3,CT4-3 — CT4 Berth 3,Container,CT4,2024-11,1,86016,7168,48.0,23.0,0,0.0,82575,3.5
