level,unit_id,unit_name,zone,terminal,ym,invoices_issued,billed_cr,collected_cr,outstanding_cr,collection_pct
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-07,4,5.97,1.89,5.56,94.0
terminal,AMC2,AMCT-2,Container,AMC2,2024-07,1,0.82,0.55,0.82,94.8
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2024-07,1,0.82,1.67,0.0,100.0
terminal,CT3,CT-3 (AICT),Container,CT3,2024-07,3,2.34,3.11,0.94,96.5
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2024-07,2,1.0,1.89,0.55,97.7
terminal,MICT,MICT (DP World JV),Container,MICT,2024-07,1,0.73,0.65,0.73,94.2
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-07,5,2.95,1.8,2.17,93.8
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-07,2,1.5,0.0,1.5,87.4
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2024-07,2,4.97,0.0,4.97,92.8
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-07,2,1.79,3.3,0.94,98.6
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2024-07,0,0.0,0.55,0.0,100.0
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2024-07,1,0.82,0.0,0.82,90.6
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2024-07,1,0.82,1.67,0.0,100.0
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2024-07,1,0.95,0.0,0.95,78.3
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2024-07,1,0.91,2.63,0.0,100.0
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2024-07,1,0.48,0.48,0.01,99.8
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2024-07,0,0.0,1.01,0.0,100.2
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-07,2,1.0,0.88,0.59,87.7
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2024-07,1,0.73,0.65,0.73,83.9
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-07,0,0.0,0.3,0.02,99.8
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-07,2,1.16,1.5,0.39,96.5
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-07,3,1.79,0.0,1.78,86.2
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-07,2,1.5,0.0,1.5,87.4
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-07,2,4.97,0.0,4.97,92.8
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-07,2,1.79,0.87,0.93,97.1
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-07,0,0.0,2.43,0.01,100.0
port,INMUN,Mundra Port,,,2024-08,17,21.08,17.1,16.6,94.8
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-08,8,8.93,5.94,7.55,94.0
zone,CONTAINER,Container,Container,,2024-08,8,9.04,2.49,9.03,90.9
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-08,1,3.11,8.66,0.01,100.0
terminal,AMC2,AMCT-2,Container,AMC2,2024-08,0,0.0,0.82,0.0,100.0
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2024-08,1,0.59,0.0,0.59,96.7
terminal,CT3,CT-3 (AICT),Container,CT3,2024-08,2,2.14,0.95,2.13,92.6
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2024-08,3,4.58,0.0,4.59,79.3
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2024-08,0,0.0,0.59,0.0,100.2
terminal,MICT,MICT (DP World JV),Container,MICT,2024-08,2,1.74,0.73,1.74,87.8
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-08,3,1.67,2.54,1.3,96.5
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-08,1,0.62,1.5,0.62,95.1
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2024-08,1,3.11,8.07,0.01,100.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-08,4,6.64,1.9,5.68,92.5
berth,AMC2-2,AMC2-2 — AMCT-2 Berth 2,Container,AMC2,2024-08,0,0.0,0.82,0.0,100.0
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2024-08,1,0.59,0.0,0.59,92.5
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2024-08,1,1.13,0.95,1.13,79.5
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2024-08,1,1.01,0.0,1.02,84.6
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2024-08,1,1.49,0.0,1.49,88.8
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2024-08,2,3.09,0.0,3.09,65.0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-08,0,0.0,0.59,0.0,100.0
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2024-08,1,0.95,0.73,0.95,82.7
berth,MICT-2,MICT-2 — MICT Berth 2,Container,MICT,2024-08,1,0.78,0.0,0.78,91.1
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-08,0,0.0,0.38,0.01,99.9
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-08,3,1.67,2.15,1.3,91.1
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-08,1,0.62,1.5,0.62,95.1
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-08,1,3.11,8.07,0.01,100.0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-08,3,5.66,0.92,5.67,84.8
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-08,1,0.98,0.98,0.01,100.0
port,INMUN,Mundra Port,,,2024-09,20,22.74,21.68,17.66,94.8
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-09,9,6.5,11.35,2.7,97.9
zone,CONTAINER,Container,Container,,2024-09,6,4.79,10.33,3.49,96.6
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-09,5,11.45,0.0,11.46,89.3
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2024-09,3,2.39,1.2,1.78,91.2
terminal,CT3,CT-3 (AICT),Container,CT3,2024-09,2,1.31,2.81,0.63,97.9
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2024-09,1,1.08,4.58,1.09,95.3
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2024-09,1,0.34,0.0,0.3,98.7
terminal,MICT,MICT (DP World JV),Container,MICT,2024-09,0,0.0,1.74,0.0,100.0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-09,5,2.48,3.1,0.68,98.3
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-09,2,1.15,0.62,1.15,91.6
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2024-09,4,11.12,0.0,11.13,86.6
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-09,2,2.86,7.62,0.92,98.8
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2024-09,2,1.65,0.61,1.04,91.1
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2024-09,1,0.74,0.59,0.74,91.4
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2024-09,2,1.31,1.8,0.64,90.6
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2024-09,0,0.0,1.01,0.01,99.8
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2024-09,0,0.0,1.49,0.0,100.0
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2024-09,1,1.08,3.09,1.08,89.1
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-09,1,0.34,0.0,0.34,93.4
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2024-09,0,0.0,0.95,0.0,100.0
berth,MICT-2,MICT-2 — MICT Berth 2,Container,MICT,2024-09,0,0.0,0.78,0.0,100.0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-09,2,0.54,0.23,0.33,97.1
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-09,3,1.94,1.57,0.38,97.1
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-09,0,0.0,1.3,0.0,100.0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-09,2,1.15,0.62,1.15,91.6
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-09,4,11.12,0.0,11.13,86.6
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-09,1,0.9,5.66,0.91,97.6
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-09,1,1.96,1.96,0.01,100.0
port,INMUN,Mundra Port,,,2024-10,20,25.18,26.78,16.06,95.6
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-10,7,7.97,3.35,7.32,94.8
zone,CONTAINER,Container,Container,,2024-10,10,10.6,5.91,8.18,92.8
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-10,3,6.61,17.51,0.56,99.5
terminal,AMC2,AMCT-2,Container,AMC2,2024-10,1,0.56,0.0,0.56,96.6
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2024-10,0,0.0,1.77,0.01,100.0
terminal,CT3,CT-3 (AICT),Container,CT3,2024-10,4,4.76,0.64,4.75,86.3
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2024-10,2,2.2,1.78,1.51,94.1
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2024-10,1,0.55,0.34,0.51,97.9
terminal,MICT,MICT (DP World JV),Container,MICT,2024-10,3,3.08,1.71,1.37,92.1
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-10,3,1.67,1.3,1.05,97.4
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-10,1,0.85,1.15,0.85,94.2
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2024-10,2,6.06,17.18,0.01,100.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-10,3,5.44,0.9,5.46,93.5
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2024-10,1,0.56,0.0,0.56,92.6
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2024-10,0,0.0,1.04,0.0,100.0
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2024-10,0,0.0,0.74,0.0,100.0
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2024-10,2,2.45,0.64,2.45,73.5
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2024-10,1,0.94,0.0,0.94,86.9
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2024-10,1,1.37,0.0,1.38,82.7
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2024-10,2,2.2,0.7,1.5,90.3
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2024-10,0,0.0,1.08,0.0,100.0
berth,LB-2,LB-2 — Liquid Berth 2,Liquid & Offshore,LQB,2024-10,0,0.0,0.34,0.0,100.0
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-10,1,0.55,0.0,0.55,94.8
berth,MICT-2,MICT-2 — MICT Berth 2,Container,MICT,2024-10,3,3.08,1.71,1.37,88.4
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-10,3,1.67,0.93,1.07,91.8
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-10,0,0.0,0.37,0.01,99.9
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-10,1,0.85,1.15,0.85,94.2
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-10,2,6.06,17.18,0.01,100.0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-10,2,3.2,0.9,3.21,92.3
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-10,1,2.24,0.0,2.25,94.7
port,INMUN,Mundra Port,,,2024-11,16,15.46,17.77,13.75,96.4
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-11,5,2.7,7.72,2.3,98.4
zone,CONTAINER,Container,Container,,2024-11,6,5.56,9.1,4.64,96.1
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-11,5,7.19,0.95,6.8,94.4
terminal,AMC2,AMCT-2,Container,AMC2,2024-11,0,0.0,0.56,0.0,100.0
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2024-11,1,1.36,0.0,1.37,93.7
terminal,CT3,CT-3 (AICT),Container,CT3,2024-11,5,4.2,5.67,3.28,91.6
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2024-11,0,0.0,1.5,0.01,100.0
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2024-11,3,1.51,0.95,1.07,95.9
terminal,MICT,MICT (DP World JV),Container,MICT,2024-11,0,0.0,1.37,0.0,100.0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-11,3,1.51,1.42,1.14,97.3
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-11,2,1.19,0.85,1.19,92.4
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2024-11,2,5.69,0.0,5.7,94.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-11,0,0.0,5.44,0.02,100.0
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2024-11,0,0.0,0.56,0.0,100.0
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2024-11,1,1.36,0.0,1.36,89.6
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2024-11,3,2.61,3.36,1.7,85.7
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2024-11,1,0.73,0.94,0.73,90.7
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2024-11,1,0.86,1.37,0.87,90.2
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2024-11,0,0.0,1.5,0.0,100.0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2024-11,1,0.6,0.0,0.58,93.7
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-11,2,0.91,0.95,0.51,95.6
berth,MICT-2,MICT-2 — MICT Berth 2,Container,MICT,2024-11,0,0.0,1.37,0.0,100.0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-11,0,0.0,1.05,0.02,99.8
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-11,3,1.51,0.37,1.14,92.9
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-11,2,1.19,0.85,1.19,92.4
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-11,2,5.69,0.0,5.7,94.0
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2024-11,0,0.0,3.2,0.01,100.0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-11,0,0.0,2.24,0.01,100.0
port,INMUN,Mundra Port,,,2024-12,21,23.74,26.26,11.23,97.2
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2024-12,12,9.37,8.12,3.55,97.7
zone,CONTAINER,Container,Container,,2024-12,5,5.17,5.44,4.37,96.5
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2024-12,4,9.2,12.69,3.31,97.5
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2024-12,0,0.0,1.36,0.01,100.0
terminal,CT3,CT-3 (AICT),Container,CT3,2024-12,2,2.11,3.29,2.1,94.9
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2024-12,2,2.08,0.79,1.3,95.3
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2024-12,1,0.69,1.11,0.65,97.6
terminal,MICT,MICT (DP World JV),Container,MICT,2024-12,1,0.98,0.0,0.98,94.6
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2024-12,7,4.77,3.51,2.4,94.9
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2024-12,4,2.63,2.63,1.19,93.5
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2024-12,3,8.5,11.59,2.61,97.5
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2024-12,1,1.98,1.98,0.02,100.0
berth,AMCT-1,AMCT-1 — AMCT Berth 1,Container,AMCT,2024-12,0,0.0,1.36,0.0,100.0
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2024-12,0,0.0,1.7,0.0,100.0
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2024-12,1,0.78,0.0,0.78,93.0
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2024-12,0,0.0,0.73,0.0,100.0
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2024-12,1,1.32,0.86,1.33,86.9
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2024-12,1,1.29,0.0,1.29,92.3
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2024-12,1,0.79,0.79,0.0,100.0
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2024-12,1,0.69,0.6,0.67,93.2
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2024-12,0,0.0,0.51,0.0,100.0
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2024-12,1,0.98,0.0,0.98,84.8
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2024-12,1,0.61,0.0,0.63,95.4
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2024-12,2,1.43,0.76,0.68,95.4
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2024-12,4,2.73,2.75,1.12,94.0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2024-12,4,2.63,2.63,1.19,93.5
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2024-12,3,8.5,11.59,2.61,97.5
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2024-12,1,1.98,1.98,0.01,100.0
port,INMUN,Mundra Port,,,2025-01,18,16.77,16.48,11.52,97.3
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-01,7,6.36,5.31,4.6,97.1
zone,CONTAINER,Container,Container,,2025-01,9,7.09,4.97,6.49,95.1
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-01,2,3.32,6.2,0.43,99.7
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2025-01,2,1.8,0.0,1.81,92.3
terminal,CT3,CT-3 (AICT),Container,CT3,2025-01,5,3.65,2.7,3.05,93.2
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2025-01,1,0.7,1.29,0.71,97.5
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2025-01,1,0.42,0.69,0.38,98.6
terminal,MICT,MICT (DP World JV),Container,MICT,2025-01,1,0.94,0.98,0.94,95.1
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-01,3,1.75,2.66,1.49,96.9
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-01,3,2.2,2.65,0.74,96.4
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2025-01,1,2.9,5.5,0.01,100.0
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-01,1,2.41,0.0,2.43,97.3
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2025-01,2,1.8,0.0,1.8,82.7
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2025-01,1,0.98,0.0,0.98,92.4
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2025-01,2,1.54,0.78,1.54,87.9
berth,CT3-3,CT3-3 — CT-3 Berth 3,Container,CT3,2025-01,1,0.59,0.59,0.0,100.0
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2025-01,1,0.54,1.32,0.55,94.9
berth,CT4-1,CT4-1 — CT-4 Berth 1,Container,CT4,2025-01,0,0.0,1.29,0.0,100.0
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2025-01,1,0.7,0.0,0.7,93.9
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-01,0,0.0,0.69,0.0,100.2
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-01,1,0.42,0.0,0.42,96.5
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2025-01,1,0.94,0.98,0.94,87.3
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-01,0,0.0,0.61,0.02,99.9
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-01,1,0.27,0.94,0.01,99.9
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-01,2,1.48,1.12,1.48,92.7
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-01,3,2.2,2.65,0.74,96.4
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-01,1,2.9,5.5,0.01,100.0
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-01,1,2.41,0.0,2.42,94.9
port,INMUN,Mundra Port,,,2025-02,19,21.94,13.11,20.35,95.4
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-02,8,7.86,6.19,6.27,96.2
zone,CONTAINER,Container,Container,,2025-02,7,5.52,6.5,5.51,96.0
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-02,4,8.56,0.42,8.57,94.0
terminal,AMC2,AMCT-2,Container,AMC2,2025-02,2,1.54,0.0,1.54,91.4
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2025-02,2,1.59,1.8,1.6,93.6
terminal,CT3,CT-3 (AICT),Container,CT3,2025-02,1,0.99,3.06,0.98,97.9
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2025-02,2,1.4,0.7,1.41,95.2
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2025-02,1,0.48,0.42,0.44,98.4
terminal,MICT,MICT (DP World JV),Container,MICT,2025-02,0,0.0,0.94,0.0,100.0
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-02,5,2.55,3.03,1.01,98.0
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-02,0,0.0,0.75,0.0,100.0
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2025-02,3,8.08,0.0,8.09,92.9
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-02,3,5.3,2.41,5.32,94.3
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2025-02,2,1.54,0.0,1.54,83.2
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2025-02,2,1.59,1.8,1.59,86.8
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2025-02,0,0.0,0.98,0.0,100.0
berth,CT3-2,CT3-2 — CT-3 Berth 2,Container,CT3,2025-02,1,0.99,1.54,0.99,92.8
berth,CT3-4,CT3-4 — CT-3 Berth 4,Container,CT3,2025-02,0,0.0,0.54,0.01,99.9
berth,CT4-2,CT4-2 — CT-4 Berth 2,Container,CT4,2025-02,2,1.4,0.7,1.4,89.1
berth,LB-1,LB-1 — Liquid Berth 1,Liquid & Offshore,LQB,2025-02,1,0.48,0.0,0.46,95.6
berth,LB-3,LB-3 — Liquid Berth 3,Liquid & Offshore,LQB,2025-02,0,0.0,0.42,0.0,100.0
berth,MICT-1,MICT-1 — MICT Berth 1,Container,MICT,2025-02,0,0.0,0.94,0.0,100.0
berth,MP-1,MP-1 — Multipurpose Berth 1,Dry Bulk & General,MPT,2025-02,3,1.22,1.0,0.24,98.4
berth,MP-2,MP-2 — Multipurpose Berth 2,Dry Bulk & General,MPT,2025-02,1,0.77,0.0,0.78,95.0
berth,MP-3,MP-3 — Multipurpose Berth 3,Dry Bulk & General,MPT,2025-02,1,0.56,2.04,0.0,100.0
berth,RR-1,RR-1 — Ro-Ro Berth 1,Dry Bulk & General,RRT,2025-02,0,0.0,0.75,0.0,100.0
berth,SPM-1,SPM-1 — Single Point Mooring 1 (crude),Liquid & Offshore,SPM,2025-02,3,8.08,0.0,8.09,92.9
berth,WB-1,WB-1 — West Basin Coal Berth 1,Dry Bulk & General,WBC,2025-02,1,2.1,0.0,2.11,95.2
berth,WB-2,WB-2 — West Basin Coal Berth 2,Dry Bulk & General,WBC,2025-02,2,3.2,2.41,3.21,93.6
port,INMUN,Mundra Port,,,2025-03,17,18.89,26.42,12.82,97.2
zone,BULKGEN,Dry Bulk & General,Dry Bulk & General,,2025-03,7,5.54,7.28,4.53,97.4
zone,CONTAINER,Container,Container,,2025-03,7,5.84,8.19,3.16,97.8
zone,LIQMAR,Liquid & Offshore,Liquid & Offshore,,2025-03,3,7.51,10.95,5.13,96.6
terminal,AMC2,AMCT-2,Container,AMC2,2025-03,1,0.76,1.54,0.76,95.9
terminal,AMCT,Adani Mundra Container Terminal,Container,AMCT,2025-03,0,0.0,1.59,0.01,100.0
terminal,CT3,CT-3 (AICT),Container,CT3,2025-03,4,3.24,1.82,2.4,95.1
terminal,CT4,CT-4 (ACMT JV),Container,CT4,2025-03,2,1.84,3.24,0.01,100.0
terminal,LQB,Liquid Berths,Liquid & Offshore,LQB,2025-03,0,0.0,0.48,0.0,100.1
terminal,MPT,Multipurpose Terminal,Dry Bulk & General,MPT,2025-03,2,0.78,1.53,0.26,99.5
terminal,RRT,Ro-Ro Terminal,Dry Bulk & General,RRT,2025-03,4,2.66,0.45,2.2,90.5
terminal,SPM,Single Point Moorings,Liquid & Offshore,SPM,2025-03,3,7.51,10.48,5.12,95.8
terminal,WBC,West Basin Coal Terminal,Dry Bulk & General,WBC,2025-03,1,2.1,5.3,2.12,97.8
berth,AMC2-1,AMC2-1 — AMCT-2 Berth 1,Container,AMC2,2025-03,1,0.76,1.54,0.76,92.3
berth,AMCT-2,AMCT-2 — AMCT Berth 2,Container,AMCT,2025-03,0,0.0,1.59,0.0,100.0
berth,CT3-1,CT3-1 — CT-3 Berth 1,Container,CT3,2025-03,1,0.95,0.0,0.95,93.1
